EPOCH,Time Consumed,Total Frames,Running_Average_Rewards,Train_Epoch_Reward,Running_Training_Average_Rewards,Explore_Time,Train___Time,Eval____Time,reach-v1_success_rate,reach-v1_eval_rewards,mean_success_rate,Reward_Mean_Mean,Reward_Mean_Std,Reward_Mean_Max,Reward_Mean_Min,alpha_0_Mean,alpha_0_Std,alpha_0_Max,alpha_0_Min,Alpha_loss_Mean,Alpha_loss_Std,Alpha_loss_Max,Alpha_loss_Min,Training/policy_loss_Mean,Training/policy_loss_Std,Training/policy_loss_Max,Training/policy_loss_Min,Training/qf1_loss_Mean,Training/qf1_loss_Std,Training/qf1_loss_Max,Training/qf1_loss_Min,Training/qf2_loss_Mean,Training/qf2_loss_Std,Training/qf2_loss_Max,Training/qf2_loss_Min,Training/pf_norm_Mean,Training/pf_norm_Std,Training/pf_norm_Max,Training/pf_norm_Min,Training/qf1_norm_Mean,Training/qf1_norm_Std,Training/qf1_norm_Max,Training/qf1_norm_Min,Training/qf2_norm_Mean,Training/qf2_norm_Std,Training/qf2_norm_Max,Training/qf2_norm_Min,log_std/mean_Mean,log_std/mean_Std,log_std/mean_Max,log_std/mean_Min,log_std/std_Mean,log_std/std_Std,log_std/std_Max,log_std/std_Min,log_std/max_Mean,log_std/max_Std,log_std/max_Max,log_std/max_Min,log_std/min_Mean,log_std/min_Std,log_std/min_Max,log_std/min_Min,log_prob_0_Mean,log_prob_0_Std,log_prob_0_Max,log_prob_0_Min,log_probs/mean_Mean,log_probs/mean_Std,log_probs/mean_Max,log_probs/mean_Min,log_probs/std_Mean,log_probs/std_Std,log_probs/std_Max,log_probs/std_Min,log_probs/max_Mean,log_probs/max_Std,log_probs/max_Max,log_probs/max_Min,log_probs/min_Mean,log_probs/min_Std,log_probs/min_Max,log_probs/min_Min,mean/mean_Mean,mean/mean_Std,mean/mean_Max,mean/mean_Min,mean/std_Mean,mean/std_Std,mean/std_Max,mean/std_Min,mean/max_Mean,mean/max_Std,mean/max_Max,mean/max_Min,mean/min_Mean,mean/min_Std,mean/min_Max,mean/min_Min
44,23.18799376487732,13000,72360.58208,113597.64393,45690.26457,0.00327,23.18318,0.00142,0.00000,81883.89680,0.00000,169.24521,5.75006,182.94629,156.43242,6.42665,0.09123,6.58547,6.27120,-7.43429,0.42880,-6.44193,-8.82055,-9784.03619,121.73536,-9404.39551,-10093.30664,12629.64495,1100.51439,16768.80859,10028.94531,12931.29449,917.22665,15407.60352,10221.11133,334.17397,230.33591,1251.86389,52.83311,597817.76656,319258.18569,1609009.00000,89455.57031,466910.33441,250053.14097,1453575.75000,97232.27344,-0.63460,0.01028,-0.60568,-0.65470,0.09466,0.00585,0.10874,0.08217,-0.02156,0.02869,0.05437,-0.10668,-0.88841,0.02635,-0.81752,-0.93678,7.99676,0.22923,8.72294,7.47342,7.99676,0.22923,8.72294,7.47342,3.57253,0.15918,4.10221,3.15604,15.60229,0.40374,16.63051,14.41172,-5.30759,1.49285,-2.49930,-11.71669,0.40819,0.04602,0.57195,0.30552,2.07106,0.02832,2.16045,2.00566,2.85911,0.04284,2.97226,2.76015,-2.98047,0.07108,-2.80466,-3.17308
45,20.515799045562744,13200,71284.22760,117249.78796,50537.48766,0.01701,20.49733,0.00129,0.00000,82978.38162,0.00000,176.26785,6.34889,194.36272,159.15665,6.75010,0.09513,6.91372,6.58711,-7.28801,0.43920,-5.87262,-8.63534,-10075.75069,129.64190,-9701.83105,-10419.17676,13157.33420,1233.75384,22469.70703,11253.97461,13849.84065,1133.68473,18192.61719,11845.55469,324.19823,209.27344,1129.42236,67.39369,517131.93430,356487.81887,2704374.25000,85708.58594,540928.44348,300315.91646,1613044.00000,72878.48438,-0.63484,0.00981,-0.60460,-0.65805,0.09493,0.00576,0.10782,0.08049,-0.04509,0.03071,0.03824,-0.12940,-0.90023,0.02534,-0.82641,-0.94717,7.81787,0.23760,8.49620,7.06076,7.81787,0.23760,8.49620,7.06076,3.53423,0.18875,4.05548,3.14678,15.34007,0.51557,16.63082,14.18461,-5.18219,1.44249,-2.52886,-11.17503,0.42504,0.04997,0.55215,0.31869,2.04569,0.03004,2.12892,1.95361,2.83348,0.04598,2.95789,2.68450,-2.95388,0.07685,-2.78248,-3.19040
46,19.717575311660767,13400,73507.68925,104903.37409,52691.56571,0.02053,19.69558,0.00138,0.00000,85634.54324,0.00000,181.84630,6.37430,203.37476,162.73840,7.08676,0.10036,7.26065,6.91536,-7.30136,0.50819,-5.91445,-8.51888,-10365.84944,123.98255,-10062.35059,-10735.71680,14091.33880,1424.54674,21190.08984,11220.27539,14586.86427,1175.36689,18320.51172,12098.95508,395.27514,261.01021,1558.41113,70.35359,703058.86785,415696.46671,2653031.75000,128269.13281,542113.75031,298110.78240,1627925.50000,93563.53125,-0.63380,0.01132,-0.59969,-0.66028,0.09631,0.00525,0.11200,0.08320,-0.03936,0.03360,0.03215,-0.12346,-0.86751,0.02920,-0.77723,-0.93687,7.72960,0.26425,8.39884,7.04692,7.72960,0.26425,8.39884,7.04692,3.55974,0.17573,4.04838,3.11322,15.23862,0.47849,16.68513,14.07307,-5.48899,1.41277,-2.83067,-10.49576,0.41983,0.04930,0.51671,0.23783,2.03682,0.03198,2.12339,1.94820,2.80421,0.05556,2.96317,2.71432,-2.92158,0.07488,-2.72420,-3.08182
47,22.95183038711548,13600,76419.49196,122675.28804,54939.12555,0.00129,22.94861,0.00176,0.00000,85427.11598,0.00000,185.75775,5.81859,202.09071,168.83151,7.43993,0.10489,7.62287,7.26242,-7.17555,0.41366,-6.07648,-8.22147,-10647.14243,130.59603,-10259.84570,-11087.11230,14654.55144,1328.46637,19592.53320,11212.34473,15402.52011,1031.51814,18692.17773,12615.46289,425.69297,277.09433,2178.16895,56.10374,683466.44375,414396.38049,2091497.12500,120786.07812,540256.71055,275051.84903,1521198.37500,108341.06250,-0.63482,0.00866,-0.61648,-0.65784,0.10054,0.00598,0.11426,0.08642,-0.04211,0.03072,0.01334,-0.13848,-0.87880,0.01866,-0.83118,-0.91465,7.57608,0.20439,8.07677,7.04897,7.57608,0.20439,8.07677,7.04897,3.52858,0.16337,3.90924,3.08477,14.96280,0.43995,15.80340,13.70416,-5.60381,1.69323,-2.77876,-13.67882,0.42245,0.03932,0.50189,0.30448,2.01585,0.02438,2.07352,1.96123,2.75832,0.04425,2.86493,2.65998,-2.89990,0.05987,-2.74857,-3.05667
48,20.183753490447998,13800,78521.47384,119848.11268,59273.67468,0.00287,20.17883,0.00188,0.00000,76167.81760,0.00000,188.66217,5.84742,202.75795,176.37357,7.81051,0.10998,8.00205,7.62472,-7.08833,0.52072,-5.50479,-8.77902,-10924.82727,131.11293,-10530.22168,-11244.91895,17086.50257,2426.25403,26748.33398,13291.95898,16601.26248,1736.67924,25157.65234,13260.21680,440.56724,300.47216,1808.68237,74.84873,1210902.58527,703090.33360,2945493.75000,115545.96094,690699.66441,458330.73606,2455761.00000,96932.43750,-0.61450,0.01010,-0.58728,-0.63285,0.10670,0.00542,0.11973,0.09331,0.01214,0.03802,0.08889,-0.08980,-0.82683,0.03107,-0.77259,-0.92046,7.44903,0.25176,8.25653,6.67559,7.44903,0.25176,8.25653,6.67559,3.59778,0.20314,4.10301,3.17681,14.92721,0.57348,16.32044,13.75846,-5.83737,1.68191,-2.53329,-11.69284,0.43789,0.04783,0.58668,0.32470,2.00233,0.03101,2.08760,1.91329,2.75218,0.06426,2.91099,2.59275,-2.87071,0.07732,-2.65543,-3.03375
49,17.896229028701782,14000,78350.41146,101230.43040,61124.05061,0.00788,17.88695,0.00130,0.00000,74299.01148,0.00000,194.25160,6.89453,212.60803,177.28833,8.19845,0.11356,8.39652,8.00398,-6.94328,0.51004,-5.51403,-8.20208,-11236.40054,146.11765,-10856.83008,-11516.48535,15923.84959,1116.76797,18963.89453,13549.74023,17479.51791,1211.69638,22254.15820,14858.63770,452.08826,314.55183,1966.47705,77.30221,705168.35047,367516.77548,1941785.50000,140493.76562,820098.20672,345160.81847,1694320.00000,154613.17188,-0.60762,0.01059,-0.58070,-0.63531,0.10962,0.00529,0.12829,0.09523,-0.00201,0.02876,0.06612,-0.09691,-0.81004,0.01822,-0.77223,-0.85405,7.30079,0.24380,7.90405,6.61154,7.30079,0.24380,7.90405,6.61154,3.59303,0.16451,4.06418,3.24269,14.58731,0.47223,15.84844,13.49434,-5.75118,1.56294,-3.10874,-11.16358,0.44156,0.04138,0.54278,0.31952,1.98256,0.02978,2.05195,1.88919,2.71002,0.05611,2.89513,2.55132,-2.82641,0.06076,-2.68197,-2.97783
50,22.104583501815796,14200,79486.15860,90224.71675,62280.86136,0.00387,22.09932,0.00131,0.00000,75410.89213,0.00000,198.90981,6.21155,216.22639,185.86313,8.60234,0.11892,8.80940,8.39858,-6.82476,0.54123,-5.13412,-8.26454,-11503.62657,132.92792,-11138.70605,-11877.23242,16244.11608,1439.21593,24313.86328,13312.15918,17595.91240,1233.48494,21256.72852,15102.76270,499.17299,319.21028,1894.98193,80.80207,718886.88133,440033.47810,2764530.00000,119996.42188,635350.09742,344733.71784,1646585.12500,90563.28125,-0.59724,0.01464,-0.55692,-0.62433,0.11362,0.00792,0.13498,0.09775,-0.02024,0.03128,0.04443,-0.09355,-0.80131,0.02200,-0.74786,-0.87193,7.17202,0.25283,7.81148,6.36949,7.17202,0.25283,7.81148,6.36949,3.63799,0.19870,4.37051,3.15514,14.44545,0.53695,15.84003,12.88758,-5.82606,1.35037,-2.75533,-9.96336,0.43963,0.04948,0.59746,0.30282,1.96826,0.03026,2.06987,1.88644,2.70458,0.06185,2.91172,2.58726,-2.81814,0.07447,-2.65015,-3.11631
51,23.841102838516235,14400,80323.40134,100681.20651,65304.27608,0.02161,23.81821,0.00119,0.00000,82627.07834,0.00000,203.89692,6.47073,220.75696,189.24893,9.02102,0.12190,9.23157,8.81145,-6.55436,0.44990,-5.37593,-7.60990,-11782.40448,125.93275,-11477.56348,-12175.71484,17285.96994,1380.13296,21384.94336,14555.18457,18962.10500,1641.13636,25010.74023,15112.44043,481.23487,339.40473,2247.44116,103.14790,868283.65352,471454.42262,2319313.25000,145854.56250,847301.52695,455585.46469,2178089.25000,151196.59375,-0.59124,0.01321,-0.56040,-0.61803,0.11544,0.00825,0.13466,0.09642,-0.01219,0.02716,0.04826,-0.07813,-0.79272,0.01822,-0.74637,-0.83272,6.98070,0.20976,7.45888,6.42525,6.98070,0.20976,7.45888,6.42525,3.62418,0.15511,3.98993,3.26626,14.32221,0.38632,15.13480,13.32886,-6.10530,1.47799,-3.01656,-11.37661,0.43071,0.04660,0.51886,0.30336,1.94793,0.02289,2.00337,1.88814,2.68686,0.05040,2.79594,2.56774,-2.79710,0.04426,-2.69500,-2.90526
52,22.52436137199402,14600,80006.65589,107982.97136,67134.29571,0.00617,22.51674,0.00136,0.00000,79205.44639,0.00000,207.19842,6.41747,226.95451,193.06949,9.45197,0.12776,9.67426,9.23369,-6.44170,0.52611,-5.16520,-7.67440,-12074.85035,134.19664,-11741.56055,-12506.85547,17786.11149,1506.09067,22987.12305,14748.15039,18885.90282,1278.63700,23070.64648,15652.94727,460.62871,322.08514,1704.54858,97.49332,930691.77117,480538.31419,2358879.50000,149810.28125,621360.13629,335397.02612,1904457.75000,115207.48438,-0.58399,0.01448,-0.54642,-0.61678,0.12878,0.01241,0.15643,0.09786,-0.00480,0.04107,0.11059,-0.09828,-0.79135,0.02165,-0.73886,-0.85807,6.86845,0.23625,7.41593,6.27711,6.86845,0.23625,7.41593,6.27711,3.69439,0.15623,4.25251,3.36518,14.20243,0.41681,15.55863,13.23543,-5.95722,1.26499,-3.34594,-10.67148,0.45561,0.04913,0.57824,0.33275,1.92903,0.02882,2.00230,1.84775,2.66082,0.05091,2.81008,2.55948,-2.80190,0.06650,-2.65336,-2.95826
53,26.319758415222168,14800,79804.82945,105407.97491,68627.89743,0.00265,26.31554,0.00144,0.00000,74414.11094,0.00000,210.52445,6.60160,225.84793,192.59810,9.89515,0.12717,10.11348,9.67640,-5.95792,0.57867,-4.42503,-7.35002,-12331.15252,143.59578,-11958.46289,-12724.30371,19344.52605,2528.30618,32938.29297,15880.49023,19583.50240,1345.59967,25679.73047,16506.68164,510.09490,329.29312,1761.32947,69.62381,1182734.91086,767292.11975,3887903.50000,163984.70312,657339.27992,347256.74717,1945718.12500,142250.71875,-0.56805,0.01126,-0.53692,-0.59270,0.15494,0.00870,0.17646,0.12942,0.19045,0.06860,0.29087,0.04752,-0.78904,0.01414,-0.75823,-0.83300,6.60021,0.25641,7.18181,5.91374,6.60021,0.25641,7.18181,5.91374,3.77338,0.17425,4.16154,3.34250,14.08016,0.52295,15.28699,12.64936,-6.27153,1.34169,-3.52475,-10.40931,0.46128,0.04977,0.59418,0.35833,1.89660,0.03193,1.97278,1.81849,2.64681,0.07335,2.82362,2.45028,-2.78306,0.07972,-2.61260,-2.98029
54,19.45819115638733,15000,79602.46353,94325.13286,71269.26430,0.00153,19.45508,0.00149,0.00000,79860.23759,0.00000,215.62635,6.94101,232.64041,196.57457,10.33438,0.12780,10.55505,10.11559,-5.56871,0.59926,-3.50786,-7.05461,-12612.49627,148.90311,-12205.23340,-12995.08789,19055.55009,1875.05828,30583.88086,15447.18555,19967.19996,1407.04638,25413.80859,16770.49805,476.82318,314.58193,1808.98145,97.63161,925305.75727,574594.50616,3767193.00000,197220.98438,619980.88352,341974.22530,1775566.75000,96809.73438,-0.56247,0.01408,-0.52555,-0.59611,0.16328,0.01183,0.19581,0.13656,0.26602,0.05350,0.36177,0.15028,-0.78578,0.01346,-0.75289,-0.81255,6.38510,0.25945,6.99646,5.48901,6.38510,0.25945,6.99646,5.48901,3.75562,0.15927,4.22791,3.36869,13.93398,0.50836,15.02917,12.49076,-6.26642,1.20893,-3.95665,-10.90880,0.46171,0.05161,0.63183,0.34917,1.86757,0.02920,1.93380,1.75641,2.63834,0.06314,2.80470,2.47832,-2.78381,0.06165,-2.66091,-2.95772
55,18.43348264694214,15200,79715.66066,108666.10263,73099.97231,0.00583,18.42574,0.00173,0.00000,84110.35296,0.00000,220.05348,6.24474,236.37968,205.54451,10.77825,0.12984,11.00102,10.55701,-5.27267,0.64924,-3.64754,-6.83235,-12891.81656,139.88532,-12519.14355,-13218.65625,20339.62621,2494.79180,33480.25781,16515.52344,21986.10493,2617.65280,31748.00000,17948.99219,509.19934,347.23845,1911.87866,83.75981,1137541.51344,724408.23769,4124771.25000,147844.50000,1034702.10930,749549.26395,3147657.75000,140938.32812,-0.54879,0.01431,-0.50375,-0.59524,0.17848,0.00853,0.19643,0.15036,0.31790,0.04429,0.43412,0.20712,-0.78042,0.02258,-0.73709,-0.85258,6.21825,0.27463,6.86625,5.52635,6.21825,0.27463,6.86625,5.52635,3.78399,0.17357,4.24450,3.32063,13.81969,0.47329,15.01323,12.74614,-6.44617,1.53749,-3.38839,-11.56246,0.47836,0.05090,0.58637,0.35762,1.84517,0.03420,1.91694,1.73878,2.63853,0.07421,2.80418,2.48652,-2.75769,0.07740,-2.54947,-2.94656
56,20.158008813858032,15400,79896.15341,114354.80983,74719.93358,0.01360,20.14247,0.00178,0.00000,87439.47071,0.00000,224.66720,6.31722,243.37581,209.11523,11.23526,0.13489,11.46899,11.00337,-5.08016,0.48342,-3.73103,-6.28806,-13182.68163,140.76773,-12788.24414,-13583.21289,19955.12009,1340.37722,25308.85938,17450.58398,21581.71083,1415.76114,26232.97266,18417.56641,555.55441,367.46316,2125.67432,102.89388,857416.15852,455915.89028,2706005.00000,161669.46875,726412.54781,418505.01869,2160648.50000,125081.59375,-0.54135,0.01355,-0.50308,-0.57006,0.17992,0.00970,0.20396,0.15810,0.34173,0.04669,0.46637,0.22559,-0.77839,0.01773,-0.73264,-0.81800,6.10053,0.20175,6.61565,5.53802,6.10053,0.20175,6.61565,5.53802,3.76831,0.14113,4.19880,3.45402,13.72510,0.34484,14.45829,12.60230,-6.35458,1.42428,-3.44657,-14.03754,0.49309,0.04511,0.63142,0.38959,1.82691,0.02388,1.89053,1.76045,2.61375,0.04539,2.74860,2.49909,-2.74558,0.04705,-2.61007,-2.87258
57,18.400814294815063,15600,80185.80038,103430.27497,77524.64734,0.00559,18.39365,0.00149,0.00000,88323.58567,0.00000,227.96232,5.80542,246.51245,207.27641,11.71274,0.14036,11.95325,11.47129,-4.87034,0.79035,-3.09437,-7.31781,-13451.08862,136.08669,-13045.53125,-13876.82520,20546.19069,1642.54259,27427.60547,16108.28906,23142.02039,1802.85262,29490.88477,19193.46875,610.25416,440.50130,3064.06348,56.96737,901969.36187,475863.46797,2782603.00000,148510.51562,1114413.76641,508015.80644,2454934.75000,92649.88281,-0.53474,0.01732,-0.49512,-0.57749,0.17977,0.01027,0.20299,0.15592,0.35811,0.04582,0.47587,0.26325,-0.76647,0.02350,-0.71261,-0.83652,5.97990,0.32279,6.96409,5.25221,5.97990,0.32279,6.96409,5.25221,3.76503,0.14040,4.13920,3.29869,13.57643,0.49075,14.70416,12.15621,-6.46464,1.33042,-3.82252,-11.68614,0.50900,0.05382,0.64352,0.36952,1.80690,0.03028,1.90578,1.73317,2.62039,0.06257,2.80334,2.45686,-2.74095,0.05451,-2.57562,-2.93080
58,19.508375883102417,15800,79197.41402,117731.45995,78868.90110,0.00592,19.50063,0.00173,0.00000,66283.95403,0.00000,231.04059,6.65004,249.80998,215.78760,12.19194,0.13797,12.43233,11.95547,-4.49993,0.67799,-2.91914,-6.16341,-13742.13124,162.19543,-13281.55762,-14116.19531,21555.32578,1501.67659,27132.34375,17631.76172,24065.05755,2242.08316,34900.23828,19849.13672,585.70504,397.37024,1984.00696,62.84061,1054933.63117,515448.45768,2747154.00000,181047.29688,987547.30852,666597.13530,3707038.00000,150087.48438,-0.53862,0.01387,-0.49763,-0.57625,0.17838,0.01007,0.20365,0.15262,0.34203,0.05000,0.46876,0.22839,-0.75785,0.01614,-0.72092,-0.79145,5.79971,0.27166,6.46504,5.16399,5.79971,0.27166,6.46504,5.16399,3.74424,0.16470,4.32060,3.35574,13.49650,0.52312,14.84106,12.23804,-6.41742,1.25104,-4.07342,-10.68178,0.48084,0.03589,0.56910,0.39289,1.78876,0.03346,1.88435,1.70658,2.59319,0.06975,2.81728,2.42865,-2.71485,0.07710,-2.54060,-2.90613
59,17.83904266357422,16000,78872.85208,90630.13582,78063.12983,0.00640,17.83153,0.00103,0.00000,71053.39202,0.00000,234.54038,6.44091,251.46085,219.06641,12.67864,0.14384,12.92996,12.43496,-4.27228,0.88942,-1.88177,-6.62605,-14004.53279,153.41886,-13624.96875,-14427.89551,22508.62037,1904.35443,29817.19336,19179.66992,24196.32658,1871.15442,31746.68359,20085.05078,639.10917,443.05044,2251.53638,107.89693,1219690.99805,615564.79966,3189051.00000,233267.50000,927348.21945,498369.32883,2678672.00000,144898.32812,-0.53343,0.01465,-0.50542,-0.56823,0.17097,0.00774,0.19292,0.14929,0.32411,0.03580,0.41315,0.23608,-0.74002,0.01356,-0.71008,-0.77247,5.68218,0.35019,6.60435,4.74364,5.68218,0.35019,6.60435,4.74364,3.70053,0.16766,4.29803,3.34605,13.33485,0.55373,15.03246,12.11757,-6.45590,1.34946,-3.57366,-12.10208,0.49070,0.04324,0.57646,0.37232,1.77071,0.04272,1.88651,1.66937,2.56281,0.07755,2.80619,2.37174,-2.70353,0.08975,-2.48554,-2.98498
60,18.542725086212158,16200,80293.09713,90507.56375,78047.75176,0.00224,18.53892,0.00149,0.00000,89613.34268,0.00000,240.27765,6.52320,257.26178,219.75652,13.18844,0.14901,13.45133,12.93253,-4.16384,0.72398,-2.13661,-5.72828,-14311.04093,156.99029,-13889.16113,-14841.21094,23570.75481,1859.43703,30751.03125,20099.08203,25736.15721,2214.41824,37716.47266,21524.86914,664.57424,472.94167,2613.91528,107.94365,1258072.21992,639201.25883,3352880.25000,259198.82812,1095151.92625,631023.26846,3470703.00000,203694.85938,-0.53294,0.01633,-0.47795,-0.56741,0.17229,0.00809,0.19279,0.14981,0.31222,0.03810,0.41372,0.22149,-0.74790,0.01892,-0.71557,-0.80554,5.61444,0.28031,6.22362,4.82870,5.61444,0.28031,6.22362,4.82870,3.67493,0.13865,4.00893,3.33891,13.28340,0.43836,14.28836,12.07562,-6.57101,1.39178,-4.05255,-11.85310,0.48910,0.04080,0.57232,0.37193,1.76269,0.02801,1.83127,1.68518,2.56974,0.06652,2.74629,2.42139,-2.69368,0.05888,-2.55517,-2.84638
61,18.583717584609985,16400,82136.09542,120722.21259,78725.36984,0.00133,18.57148,0.00170,0.00000,101057.06118,0.00000,243.58190,6.71889,260.72000,226.30725,13.70360,0.14012,13.94175,13.45432,-3.57156,0.75358,-1.17440,-5.36768,-14577.25893,155.04921,-14120.90430,-15031.91699,23696.47661,1477.83096,27775.46484,20454.98633,26035.96712,1812.07903,32736.35938,21730.12109,618.86484,405.25139,1858.96851,86.05819,967012.07133,498954.14675,3313413.75000,194008.59375,928461.53625,470186.61862,2516766.00000,183585.39062,-0.53154,0.01561,-0.49235,-0.56916,0.16399,0.00836,0.18541,0.14096,0.29852,0.04191,0.37713,0.17204,-0.73857,0.01812,-0.70015,-0.78894,5.36480,0.28913,6.05935,4.44685,5.36480,0.28913,6.05935,4.44685,3.66502,0.12735,4.04579,3.31387,13.14584,0.48393,14.38533,11.70839,-6.78676,1.46020,-3.84919,-13.63712,0.46022,0.03853,0.56673,0.34985,1.73626,0.02959,1.81317,1.64817,2.54942,0.05420,2.73281,2.38385,-2.69993,0.06203,-2.52918,-2.84932
62,18.631286144256592,16600,81743.80339,134085.29257,80032.17051,0.00155,18.62822,0.00140,0.00000,75282.52610,0.00000,246.20735,6.39440,264.04141,228.54980,14.19791,0.14475,14.44584,13.94435,-3.39065,0.63913,-2.04519,-5.03005,-14856.56045,146.95405,-14492.21094,-15274.23438,24777.45310,1825.32518,32401.34375,19994.08008,28053.41303,2165.46309,34083.28125,22951.41602,573.78260,389.06529,2444.42896,113.25784,1046578.36281,604908.75307,3780781.00000,213843.09375,1333213.50289,585520.67928,3005889.75000,163313.25000,-0.52654,0.01757,-0.49182,-0.56995,0.16881,0.01125,0.19526,0.13985,0.36530,0.06135,0.47610,0.23768,-0.73571,0.01777,-0.70430,-0.78249,5.27830,0.24224,5.90796,4.76865,5.27830,0.24224,5.90796,4.76865,3.64418,0.09328,3.83214,3.38463,13.05440,0.34517,14.02371,12.04561,-6.66804,1.27561,-4.39969,-10.47087,0.46859,0.03369,0.57415,0.39635,1.72599,0.02421,1.79150,1.66478,2.52269,0.04302,2.64925,2.41677,-2.66301,0.04287,-2.55309,-2.78315
63,18.092920541763306,16800,82608.27705,107489.41121,80649.29917,0.00603,18.08490,0.00174,0.00000,83058.84752,0.00000,250.56292,6.87626,270.49579,233.55147,14.70242,0.14591,14.96041,14.44868,-3.16140,0.60619,-1.64205,-4.59102,-15151.97306,167.12454,-14709.28613,-15660.28125,26787.24140,2252.94096,37036.14453,21981.67188,30929.62889,3661.51389,41808.67969,24167.04688,705.05600,497.32011,2790.47876,92.58626,1541812.87570,773548.58082,3808350.50000,174843.75000,1788689.41000,968266.14474,4130660.25000,218566.89062,-0.51619,0.01110,-0.47961,-0.54336,0.17371,0.00756,0.19518,0.15694,0.41811,0.05142,0.49491,0.28870,-0.73391,0.01386,-0.69937,-0.76045,5.17625,0.22568,5.71922,4.61114,5.17625,0.22568,5.71922,4.61114,3.66220,0.11450,4.02009,3.44564,13.03150,0.40454,14.27846,11.92823,-6.73683,1.27963,-3.96663,-10.07622,0.47117,0.03645,0.56051,0.36917,1.71425,0.02493,1.77712,1.65048,2.51950,0.05066,2.66939,2.39568,-2.65881,0.05944,-2.53641,-2.82557
64,18.178056955337524,17000,83860.57175,95310.54598,80432.90642,0.02097,18.15564,0.00136,0.00000,92383.18462,0.00000,255.60674,6.90563,276.42175,237.23474,15.23654,0.15340,15.48681,14.96310,-2.98369,0.70194,-1.63697,-4.96319,-15425.03731,153.36682,-15037.85156,-15818.61426,27439.90549,1919.67540,34206.33203,22046.15234,31428.60054,2687.35234,40958.27344,26283.06250,680.56360,470.07749,3061.91504,85.70862,1314055.89875,657897.48265,3634670.75000,222389.18750,1441730.93586,744605.01958,3635789.75000,241069.89062,-0.51539,0.01875,-0.47258,-0.56425,0.16891,0.00737,0.18973,0.15657,0.45114,0.04734,0.53369,0.33151,-0.74812,0.01873,-0.70561,-0.79660,5.09596,0.25963,5.83014,4.59901,5.09596,0.25963,5.83014,4.59901,3.56380,0.10873,3.91127,3.32673,12.88705,0.33781,13.75753,12.05969,-6.61632,1.36120,-4.03622,-10.93238,0.44966,0.05355,0.58379,0.32503,1.70861,0.02289,1.77240,1.65921,2.50881,0.04532,2.64074,2.42307,-2.61681,0.05296,-2.50250,-2.76101
65,16.68369460105896,17200,85018.07732,104905.24152,80605.53500,0.01370,16.66892,0.00101,0.00000,95685.40866,0.00000,258.60973,6.62250,278.67032,242.50960,15.73424,0.13780,15.96991,15.48960,-2.46081,0.77414,-0.72968,-4.73128,-15708.80321,162.24207,-15249.27148,-16137.21582,28486.47029,2035.04370,35259.27344,24119.48828,31641.39239,2717.70157,51404.57031,26753.68750,657.48478,403.18572,2417.18701,81.82168,1288385.31117,698332.45892,3655511.00000,253808.17188,1106961.76414,691889.27762,4650106.00000,210606.34375,-0.49946,0.01915,-0.45817,-0.54480,0.16398,0.00810,0.18279,0.14559,0.37831,0.06561,0.46772,0.16030,-0.74054,0.01302,-0.71460,-0.77338,4.89319,0.28141,5.70987,4.26435,4.89319,0.28141,5.70987,4.26435,3.55103,0.13092,3.96024,3.20868,12.80950,0.49800,14.03361,11.43449,-6.72329,1.34815,-4.07780,-12.55343,0.43287,0.05067,0.55755,0.31269,1.69155,0.02999,1.76802,1.60804,2.50461,0.05718,2.66246,2.34689,-2.60768,0.07294,-2.39233,-2.79179
66,11.36588716506958,17400,85674.91631,158156.34131,82154.31684,0.00092,11.36389,0.00103,0.00000,94007.86063,0.00000,263.82976,7.40305,282.93021,245.95615,16.19893,0.13741,16.43763,15.97206,-2.18945,0.65272,-0.43023,-3.67861,-16019.90163,182.38911,-15520.39844,-16586.47266,34719.94377,5228.97754,50246.89844,25209.74023,32958.83813,2069.23392,38951.88672,28404.15625,640.88159,402.77970,1922.44751,86.48243,2916969.07703,1334228.10473,5754727.50000,246231.37500,1153606.64570,565004.87828,2711312.50000,241157.67188,-0.49333,0.01617,-0.45576,-0.53166,0.16171,0.00769,0.18520,0.14565,0.42885,0.04847,0.50046,0.26880,-0.73934,0.01722,-0.69190,-0.77331,4.78625,0.23417,5.32205,4.15455,4.78625,0.23417,5.32205,4.15455,3.51515,0.12379,3.88453,3.20144,12.74816,0.43762,13.77239,11.59744,-6.78546,1.29011,-4.12256,-10.90182,0.39298,0.04982,0.50853,0.27971,1.68842,0.02525,1.75773,1.61915,2.48758,0.06220,2.66608,2.32254,-2.58887,0.06639,-2.43948,-2.78165
