EPOCH,Time Consumed,Total Frames,Running_Average_Rewards,Train_Epoch_Reward,Running_Training_Average_Rewards,Explore_Time,Train___Time,Eval____Time,reach-v1_success_rate,reach-v1_eval_rewards,mean_success_rate,Reward_Mean_Mean,Reward_Mean_Std,Reward_Mean_Max,Reward_Mean_Min,alpha_0_Mean,alpha_0_Std,alpha_0_Max,alpha_0_Min,Alpha_loss_Mean,Alpha_loss_Std,Alpha_loss_Max,Alpha_loss_Min,Training/policy_loss_Mean,Training/policy_loss_Std,Training/policy_loss_Max,Training/policy_loss_Min,Training/qf1_loss_Mean,Training/qf1_loss_Std,Training/qf1_loss_Max,Training/qf1_loss_Min,Training/qf2_loss_Mean,Training/qf2_loss_Std,Training/qf2_loss_Max,Training/qf2_loss_Min,Training/pf_norm_Mean,Training/pf_norm_Std,Training/pf_norm_Max,Training/pf_norm_Min,Training/qf1_norm_Mean,Training/qf1_norm_Std,Training/qf1_norm_Max,Training/qf1_norm_Min,Training/qf2_norm_Mean,Training/qf2_norm_Std,Training/qf2_norm_Max,Training/qf2_norm_Min,log_std/mean_Mean,log_std/mean_Std,log_std/mean_Max,log_std/mean_Min,log_std/std_Mean,log_std/std_Std,log_std/std_Max,log_std/std_Min,log_std/max_Mean,log_std/max_Std,log_std/max_Max,log_std/max_Min,log_std/min_Mean,log_std/min_Std,log_std/min_Max,log_std/min_Min,log_prob_0_Mean,log_prob_0_Std,log_prob_0_Max,log_prob_0_Min,log_probs/mean_Mean,log_probs/mean_Std,log_probs/mean_Max,log_probs/mean_Min,log_probs/std_Mean,log_probs/std_Std,log_probs/std_Max,log_probs/std_Min,log_probs/max_Mean,log_probs/max_Std,log_probs/max_Max,log_probs/max_Min,log_probs/min_Mean,log_probs/min_Std,log_probs/min_Max,log_probs/min_Min,mean/mean_Mean,mean/mean_Std,mean/mean_Max,mean/mean_Min,mean/std_Mean,mean/std_Std,mean/std_Max,mean/std_Min,mean/max_Mean,mean/max_Std,mean/max_Max,mean/max_Min,mean/min_Mean,mean/min_Std,mean/min_Max,mean/min_Min
113,11.750694990158081,26800,51318.83512,66685.29003,80571.51123,0.00568,11.74411,0.00085,1.00000,57969.21279,1.00000,405.24465,10.37220,429.14209,377.64572,30.35628,0.10884,30.63285,30.22248,-0.11086,0.71384,1.76564,-1.83792,-36991.11758,320.84563,-36034.13672,-37748.57031,179672.65680,9632.67524,211369.29688,156524.20312,206875.17797,10599.78032,239283.57812,181322.32812,1748.02623,1139.71468,6376.91162,229.51857,5619135.39000,2729160.84543,17772310.00000,1652499.12500,5889997.02062,2666501.26680,14286443.00000,1445859.50000,-0.54614,0.01595,-0.51260,-0.58586,0.15493,0.00561,0.16890,0.14023,0.15995,0.05679,0.27891,-0.04617,-0.97456,0.01896,-0.94146,-1.01796,4.03248,0.20915,4.53892,3.48257,4.03248,0.20915,4.53892,3.48257,3.31845,0.10643,3.62765,2.99735,12.40641,0.40471,13.49161,11.46889,-6.97217,1.32791,-4.69300,-11.69266,0.41825,0.04312,0.51720,0.31008,1.52981,0.02094,1.58562,1.47771,2.47587,0.05519,2.67907,2.36652,-2.54329,0.04323,-2.42442,-2.64169
114,11.81762409210205,27000,53301.18733,64373.44558,75357.69543,0.00075,11.81562,0.00112,1.00000,67551.35482,1.00000,401.90771,11.18110,431.83121,368.63593,30.66345,0.05794,30.77620,30.55776,-0.06526,0.47866,1.19047,-1.28846,-37390.81496,339.40449,-36324.28125,-38378.24219,179686.41953,10753.94542,215256.70312,156181.59375,208247.68273,11377.11852,247707.29688,177104.46875,1687.79315,1136.50987,6112.84473,222.41354,5829046.33750,3131433.73690,17047112.00000,1561542.00000,5951233.70437,3238467.05568,16529863.00000,1410005.25000,-0.54825,0.01013,-0.51179,-0.57721,0.15748,0.00699,0.17683,0.14300,0.18836,0.06402,0.31633,0.00387,-0.97977,0.03179,-0.91588,-1.07347,4.01907,0.13984,4.37620,3.65211,4.01907,0.13984,4.37620,3.65211,3.35099,0.11785,3.63139,3.03605,12.46789,0.34061,13.10358,11.43194,-6.94723,1.19737,-3.94117,-11.27954,0.43501,0.04448,0.57768,0.32120,1.52353,0.01715,1.56683,1.46730,2.50222,0.05928,2.63639,2.35994,-2.53402,0.05590,-2.34794,-2.67302
115,12.203042030334473,27200,54459.24235,90995.46745,73925.06737,0.00171,12.20016,0.00112,1.00000,58477.72582,1.00000,402.55386,10.93581,429.80585,372.87628,30.77364,0.06933,30.88784,30.65393,-0.01463,0.79703,2.25419,-2.06147,-37830.02633,367.35007,-36876.01953,-38940.55859,182994.87641,10812.53304,215590.12500,157897.29688,206348.40695,10615.28009,243119.37500,184391.92188,1664.98226,1030.67373,5367.74072,283.32437,6986696.16750,3347051.78760,18880172.00000,1378195.12500,5492687.05125,2703677.99635,14318969.00000,1354388.12500,-0.54365,0.01530,-0.50469,-0.58508,0.16931,0.00765,0.18614,0.15033,0.30837,0.07242,0.44511,0.07065,-0.97076,0.03582,-0.88125,-1.03931,4.00431,0.23261,4.60226,3.34192,4.00431,0.23261,4.60226,3.34192,3.36632,0.12965,3.74596,3.06194,12.52349,0.40680,13.54673,11.50553,-7.02609,1.36518,-4.50955,-11.68614,0.43090,0.04460,0.57006,0.32053,1.52346,0.02562,1.58534,1.44995,2.46875,0.05018,2.62201,2.34702,-2.56789,0.06817,-2.39073,-2.75416
116,11.5325186252594,27400,54905.69136,64343.23453,71835.19993,0.00096,11.53053,0.00095,1.00000,59288.79816,1.00000,404.07503,10.51109,437.48041,371.31769,30.58427,0.15309,30.86466,30.40189,0.14863,0.71704,2.07768,-1.50851,-38286.33932,333.31287,-37451.02344,-39351.79297,183809.28562,10676.74439,223618.00000,158757.51562,201808.28273,10254.00263,234392.87500,174541.20312,1857.98021,1202.67072,6724.97852,271.40039,6785106.27250,3468437.37926,20388876.00000,1805426.62500,5385557.90125,2877655.83874,16160802.00000,1505775.75000,-0.53652,0.01985,-0.49745,-0.58116,0.18063,0.00630,0.19211,0.16372,0.33703,0.04890,0.46426,0.14696,-0.96536,0.03217,-0.89671,-1.03835,3.95662,0.20958,4.44179,3.39267,3.95662,0.20958,4.44179,3.39267,3.41364,0.08828,3.65454,3.20417,12.62736,0.33110,13.47145,11.84222,-7.03518,1.35826,-4.07113,-11.34983,0.44073,0.04871,0.53216,0.31500,1.51515,0.02746,1.56939,1.43767,2.48558,0.06589,2.77583,2.37343,-2.56494,0.05963,-2.44266,-2.68897
117,11.70706582069397,27600,54392.96213,61797.66954,68139.22140,0.00067,11.70532,0.00103,1.00000,56342.63470,1.00000,404.72664,9.98191,433.78574,380.98758,30.45357,0.18027,30.79419,30.25132,-0.10367,0.76973,1.36731,-2.38253,-38735.06777,329.35561,-37923.78516,-39570.30859,185384.65812,10441.67349,230905.40625,166274.50000,205699.43805,14617.42637,272712.09375,172649.51562,1743.26664,967.02299,6009.84570,265.75690,7068321.67875,3224587.15591,16779338.00000,1975842.50000,7541439.14750,4016867.41448,22195288.00000,1309959.62500,-0.52496,0.01523,-0.48933,-0.55786,0.19608,0.00912,0.21483,0.17615,0.31832,0.05089,0.41873,0.14787,-0.94960,0.02190,-0.89042,-0.99232,4.03037,0.22533,4.69831,3.59971,4.03037,0.22533,4.69831,3.59971,3.44112,0.12321,3.72680,3.14290,12.76292,0.40536,13.95283,11.61665,-7.01765,1.34591,-4.85275,-13.90447,0.45004,0.05286,0.59594,0.33762,1.52596,0.02294,1.58321,1.47822,2.71162,0.16555,3.06508,2.37984,-2.57509,0.06360,-2.45100,-2.71642
118,11.708296775817871,27800,55876.16633,85064.92757,64723.83737,0.00159,11.70550,0.00112,1.00000,68325.72850,1.00000,404.62934,11.34648,436.18057,374.95172,30.84982,0.11046,31.15054,30.74279,-0.18289,0.74042,1.98828,-1.82404,-39133.65447,361.03838,-38278.08203,-40148.65625,188466.55266,12073.62014,223032.29688,158980.60938,200844.89133,10334.45381,236028.70312,169304.17188,1851.83154,1161.10310,5585.61182,254.14389,7459481.03688,3345384.55498,17056278.00000,1261745.12500,5332999.58688,2411545.58163,16735679.00000,1452599.12500,-0.52407,0.01514,-0.48932,-0.57063,0.19610,0.00616,0.21627,0.18421,0.22464,0.02491,0.29129,0.17529,-0.93763,0.02019,-0.88144,-0.99376,4.05332,0.21592,4.53167,3.42010,4.05332,0.21592,4.53167,3.42010,3.39117,0.12292,3.73677,3.15788,12.88763,0.47269,14.04437,11.58775,-7.27390,1.35696,-4.28679,-11.43924,0.46087,0.04682,0.56687,0.30885,1.52698,0.02379,1.58355,1.46994,2.67462,0.15676,3.11608,2.40867,-2.59028,0.07355,-2.42788,-2.86842
119,12.090651035308838,28000,60856.08699,77917.34537,62838.03242,0.00569,12.08387,0.00105,1.00000,101442.38488,1.00000,404.16953,10.89351,433.99902,374.13147,32.03465,0.53232,32.83294,31.15493,-0.66518,0.55406,1.20913,-2.38551,-39504.95420,299.30128,-38865.78906,-40333.99219,190039.53602,13163.63559,247464.20312,164980.93750,201013.99164,13048.68379,276160.56250,176896.40625,2106.67624,1479.93451,9007.97656,230.64491,8231562.55500,4249174.94093,24202076.00000,1359086.87500,6504859.01250,4027187.20525,24122336.00000,1476835.25000,-0.52507,0.01324,-0.49079,-0.56268,0.19075,0.00960,0.21762,0.17130,0.21446,0.02624,0.26669,0.12090,-0.91981,0.02594,-0.86168,-0.99607,4.19204,0.15995,4.69023,3.65005,4.19204,0.15995,4.69023,3.65005,3.25886,0.09453,3.54205,3.00860,13.04365,0.74076,15.90418,11.87820,-6.77789,1.31166,-3.99127,-11.37073,0.49598,0.05079,0.59885,0.32400,1.53564,0.01827,1.58728,1.48294,2.64250,0.11625,2.89462,2.38828,-2.72362,0.08924,-2.54502,-2.94733
120,11.28250527381897,28200,64642.92107,97842.40839,59937.84669,0.00416,11.27735,0.00095,1.00000,84231.10191,1.00000,405.27588,11.49600,436.48346,372.26141,33.21224,0.22624,33.60004,32.83760,-0.29359,0.57500,1.08541,-2.19780,-39929.49037,361.57191,-38961.21094,-40939.58203,194138.61906,15472.00544,249583.70312,162618.75000,204797.85070,14061.94690,284710.90625,178561.78125,1883.32518,1222.58485,6020.85986,360.57327,8318242.00812,4786530.06656,25687082.00000,1550848.37500,8001305.88438,4122543.05551,27661780.00000,1670436.75000,-0.51930,0.01337,-0.47839,-0.55467,0.18711,0.00581,0.20651,0.17622,0.27607,0.04864,0.36280,0.14771,-0.92519,0.02714,-0.86123,-1.00655,4.08382,0.16408,4.62685,3.69071,4.08382,0.16408,4.62685,3.69071,3.22529,0.10044,3.51269,2.99863,12.70440,0.67129,15.20519,11.67057,-7.06665,1.36992,-4.47779,-11.36784,0.50852,0.04395,0.62244,0.42458,1.51848,0.01791,1.56998,1.47529,2.56421,0.09937,2.80335,2.35197,-2.65610,0.08425,-2.47678,-2.87490
121,12.62837529182434,28400,67283.59121,105367.66116,57829.12437,0.00637,12.62087,0.00106,1.00000,73839.09104,1.00000,403.80779,10.62022,431.43594,379.68552,34.02363,0.17643,34.26828,33.60514,-0.24287,0.62304,1.56220,-1.96486,-40329.38229,339.43457,-39144.78906,-41533.11719,189889.60773,11214.09040,224259.17188,155918.96875,202395.89898,10191.67387,240221.92188,171226.95312,1937.65806,1192.56427,7683.41504,351.88690,6690139.79063,3706051.27632,20515362.00000,1870016.87500,6954947.89062,3425919.34084,17822082.00000,1770810.50000,-0.51561,0.01660,-0.47260,-0.54902,0.18806,0.00911,0.20723,0.16266,0.37639,0.06096,0.50588,0.22363,-0.89594,0.02589,-0.83563,-0.96040,4.06893,0.17667,4.55872,3.55766,4.06893,0.17667,4.55872,3.55766,3.19757,0.09121,3.42617,2.93735,12.54071,0.49682,14.92480,11.31324,-7.04389,1.45296,-4.63557,-11.39293,0.51172,0.04503,0.61748,0.39349,1.51429,0.01910,1.56896,1.46439,2.48991,0.08773,2.77755,2.33660,-2.63341,0.09042,-2.43527,-2.90851
122,11.896099090576172,28600,68341.80788,73143.24636,56313.30134,0.00215,11.89285,0.00104,1.00000,55950.04613,1.00000,405.30861,10.24687,431.45453,382.67328,34.19903,0.07024,34.32797,34.10015,0.03843,0.64424,1.81876,-1.36474,-40697.37371,320.28470,-39769.96875,-41536.13281,188303.53070,10507.85120,220633.29688,160706.06250,196768.05945,11631.20400,258284.42188,168280.28125,1806.69446,1119.91117,6287.13623,295.59097,6753879.00000,3086625.27294,19874146.00000,1465266.25000,5978253.17063,3137069.30977,21681440.00000,1910058.00000,-0.51283,0.01716,-0.46727,-0.54919,0.19415,0.00936,0.22221,0.17378,0.40500,0.04602,0.51139,0.27980,-0.88062,0.02445,-0.80552,-0.94643,3.98915,0.18240,4.38669,3.48508,3.98915,0.18240,4.38669,3.48508,3.21479,0.09065,3.42858,2.96660,12.46451,0.37267,13.60215,11.52971,-6.99592,1.31201,-4.08884,-13.10636,0.52460,0.04069,0.62446,0.42927,1.49944,0.01872,1.54934,1.46508,2.47586,0.06147,2.65911,2.36245,-2.64234,0.08343,-2.48074,-2.86694
123,11.781229496002197,28800,68755.73896,68166.25745,55360.53211,0.00077,11.77944,0.00097,1.00000,62108.52367,1.00000,404.17182,10.97550,433.43027,366.86990,34.02312,0.09970,34.21572,33.84430,0.10401,0.76937,1.79785,-1.89005,-41066.88641,371.10686,-40194.75781,-42176.14453,190645.24344,12021.28490,226323.50000,165356.54688,199076.43117,12380.63553,234844.54688,170272.92188,1957.47242,1206.42298,6114.42969,231.82742,7571718.88063,3893078.19355,22641284.00000,1547354.75000,7288731.88687,3991322.57033,24770984.00000,1566326.12500,-0.51435,0.02118,-0.47163,-0.56896,0.19530,0.00859,0.21887,0.17338,0.39740,0.05314,0.51009,0.19030,-0.88691,0.02500,-0.83012,-0.94899,3.97056,0.21819,4.53662,3.49022,3.97056,0.21819,4.53662,3.49022,3.24902,0.11349,3.54008,2.92613,12.51013,0.47952,14.06276,11.24200,-7.02374,1.21241,-4.50997,-11.75067,0.51111,0.05188,0.61443,0.37536,1.49991,0.02295,1.55336,1.43298,2.53670,0.09748,2.77146,2.33458,-2.65604,0.08071,-2.46837,-2.83053
124,11.96771240234375,29000,68001.26853,98332.40683,55210.15219,0.00697,11.95971,0.00097,1.00000,60006.65050,1.00000,403.26159,10.88503,438.09552,366.84610,33.53953,0.27063,33.98120,32.93750,0.37280,0.64252,2.24326,-1.19715,-41399.95529,354.59857,-40051.60156,-42570.73047,191879.54688,12346.03999,226990.90625,157601.95312,197587.33156,12495.37846,242361.12500,166385.96875,1898.41315,1301.91262,8180.69629,268.61212,8197198.22000,3916873.58804,21080194.00000,2145599.75000,7100964.50938,3538830.45543,19909710.00000,1936137.62500,-0.50918,0.01383,-0.48166,-0.54266,0.20261,0.00887,0.22335,0.17948,0.44864,0.03644,0.53250,0.34786,-0.86119,0.02296,-0.81564,-0.91847,3.89382,0.18279,4.34014,3.36273,3.89382,0.18279,4.34014,3.36273,3.28928,0.07908,3.46167,3.08778,12.63987,0.36659,13.86819,11.49296,-7.06253,1.31379,-4.17453,-12.97219,0.51491,0.04624,0.63085,0.36739,1.48987,0.01899,1.55324,1.44015,2.52368,0.08271,2.84291,2.40692,-2.63613,0.06272,-2.52247,-2.84343
125,12.119821548461914,29200,67923.87332,73229.66720,55235.86127,0.00077,12.10717,0.00123,1.00000,57703.77370,1.00000,405.01935,10.68557,434.54840,373.05820,33.06103,0.13606,33.27929,32.90350,-0.13861,0.62813,1.52173,-1.78022,-41766.41576,334.02891,-40690.14453,-42778.36328,191985.42984,12221.46325,226455.04688,162803.85938,198006.92656,13313.98141,248148.07812,167150.21875,1809.36752,1302.44433,7450.71777,403.55261,7960970.66375,3401543.02852,19951434.00000,2297303.25000,8050973.02375,3963561.79272,21508120.00000,1668438.25000,-0.51907,0.01346,-0.49149,-0.55806,0.18941,0.00706,0.21065,0.17368,0.34099,0.06520,0.45162,0.12727,-0.86899,0.02174,-0.82190,-0.92779,4.03964,0.17952,4.50808,3.56577,4.03964,0.17952,4.50808,3.56577,3.26131,0.10817,3.53576,2.91791,12.75875,0.35896,13.81369,11.55025,-7.00098,1.27271,-4.29443,-10.85641,0.51851,0.04317,0.61863,0.40550,1.50980,0.02428,1.57491,1.45153,2.53470,0.08635,2.91904,2.40369,-2.64606,0.05914,-2.48841,-2.81071
126,11.632896661758423,29400,69694.05575,63476.38647,56333.88084,0.00090,11.63081,0.00113,1.00000,76990.62247,1.00000,405.57012,11.09226,435.01498,379.45032,33.07512,0.13316,33.29053,32.89629,0.16493,0.61302,1.50561,-1.44612,-42147.12029,337.88046,-41303.21094,-43046.94922,195296.89336,12703.30876,238710.04688,162913.75000,198725.05828,15380.72301,266750.81250,169089.78125,1970.16718,1286.78226,7620.89111,270.58295,8922995.79312,4363140.48395,21314222.00000,1453311.37500,7996449.99437,4960220.79748,27833002.00000,1359952.12500,-0.50833,0.01355,-0.48316,-0.54643,0.19878,0.00813,0.21689,0.17207,0.43418,0.07592,0.57980,0.16719,-0.86717,0.03287,-0.81240,-0.99072,3.95288,0.17523,4.41384,3.57032,3.95288,0.17523,4.41384,3.57032,3.25286,0.08514,3.46310,3.03431,12.72873,0.37313,13.67000,11.55839,-7.05717,1.48491,-3.65569,-12.79614,0.52999,0.05529,0.66751,0.38541,1.49430,0.02284,1.55648,1.41894,2.51756,0.07594,2.77235,2.38951,-2.63725,0.06818,-2.49210,-2.89495
127,11.711915731430054,29600,70711.11232,118487.53725,57258.56482,0.00385,11.70696,0.00104,1.00000,66513.20039,1.00000,404.25284,9.68528,430.98468,376.50211,32.76650,0.07740,32.92039,32.65066,0.03448,0.64436,1.97382,-1.84911,-42456.02018,313.86093,-41710.54688,-43481.99219,192681.11633,11462.21466,233936.95312,167300.67188,195735.92844,14800.89679,267536.40625,169492.21875,1941.95178,1272.01453,7087.20020,340.16245,8650691.64500,4025203.54722,22460082.00000,2536728.00000,7488081.35625,4578557.36126,29654036.00000,1990687.25000,-0.50963,0.01397,-0.47740,-0.54500,0.19730,0.00896,0.21485,0.17164,0.43941,0.07898,0.59839,0.18020,-0.84479,0.02421,-0.79298,-0.89639,3.99015,0.18461,4.53043,3.43508,3.99015,0.18461,4.53043,3.43508,3.26951,0.09573,3.56491,2.97901,12.73281,0.40333,13.67119,11.39118,-6.93305,1.26862,-4.31075,-12.08331,0.53012,0.04154,0.62998,0.41453,1.49921,0.02264,1.56462,1.43697,2.53669,0.06666,2.76906,2.42768,-2.63079,0.05455,-2.49576,-2.79419
128,11.541494369506836,29800,69585.74857,86945.40573,58212.20453,0.00772,11.53272,0.00100,1.00000,57072.09100,1.00000,406.13198,10.48678,430.03906,373.83466,32.60279,0.06175,32.71410,32.49019,0.03831,0.69135,1.50487,-1.87555,-42838.65297,334.25677,-41883.85156,-43533.03906,192151.69211,12545.00915,239042.21875,163307.54688,197077.03031,12688.26735,229942.84375,162172.96875,1685.89316,1059.99651,6854.48291,343.11414,7877331.96812,4233262.85242,23527218.00000,2081432.62500,7889239.26500,4102821.30583,21082652.00000,2185251.00000,-0.50944,0.01607,-0.47627,-0.54524,0.20254,0.00802,0.22372,0.18208,0.46649,0.05897,0.60007,0.29593,-0.85429,0.03274,-0.75949,-0.95296,3.98904,0.19844,4.53881,3.56828,3.98904,0.19844,4.53881,3.56828,3.32479,0.10762,3.62659,3.02108,13.01898,0.38705,13.95524,11.95415,-7.21655,1.36191,-4.47443,-11.76238,0.52156,0.03337,0.60614,0.44353,1.50370,0.02319,1.56888,1.45809,2.51544,0.04687,2.73510,2.43443,-2.65800,0.07210,-2.49300,-2.89049
129,12.1426682472229,30000,65059.26634,66410.64938,59159.40743,0.00549,12.13605,0.00105,1.00000,56177.56261,1.00000,403.89696,9.72633,428.94931,375.58023,32.53076,0.07565,32.67561,32.40325,0.07489,0.77935,2.26859,-1.65442,-43131.34252,349.91764,-42113.05469,-43946.53125,188922.79312,9780.33882,215947.70312,170146.25000,201007.49227,17132.73743,276154.65625,173777.89062,1964.98273,1191.51159,7193.77246,245.84311,6675991.11000,2743268.73174,15518349.00000,2137145.25000,8589231.68500,5173699.58035,27708344.00000,2052485.00000,-0.51170,0.01548,-0.48271,-0.55056,0.20256,0.00840,0.22906,0.18310,0.46219,0.05854,0.57980,0.25970,-0.84914,0.02854,-0.79588,-0.91768,3.97853,0.22374,4.47509,3.34889,3.97853,0.22374,4.47509,3.34889,3.34616,0.09712,3.60252,3.10533,12.98476,0.44611,14.09826,11.71353,-6.95646,1.55344,-4.30328,-15.25062,0.52121,0.05812,0.64273,0.34643,1.50131,0.02268,1.55391,1.45325,2.51909,0.05092,2.63022,2.39485,-2.66703,0.06628,-2.53328,-2.90275
130,11.872382164001465,30200,62132.74631,96834.97662,59357.29214,0.00398,11.86742,0.00093,1.00000,54965.90155,1.00000,403.44669,10.72554,429.26300,377.13388,32.18253,0.11725,32.40549,31.98599,0.14312,0.66755,1.50939,-1.39153,-43438.15805,325.37362,-42431.02734,-44399.25781,195788.53453,12646.44197,247789.50000,169299.15625,199701.55711,12339.58086,254569.42188,172059.23438,1871.87495,1123.50027,7236.02197,276.18045,9778692.20250,4586805.54070,25690976.00000,2567123.00000,7749969.85375,4100803.14851,22385858.00000,1953978.12500,-0.51248,0.01482,-0.48048,-0.55019,0.20619,0.00712,0.22381,0.18800,0.46411,0.05328,0.58437,0.27103,-0.86268,0.02967,-0.80214,-0.91653,3.95881,0.19230,4.40147,3.56557,3.95881,0.19230,4.40147,3.56557,3.39300,0.08813,3.70576,3.12922,13.12235,0.37607,14.06699,11.96981,-6.97866,1.26927,-4.38210,-11.18314,0.50925,0.04612,0.62528,0.41618,1.50330,0.01952,1.54780,1.44667,2.54124,0.04413,2.66575,2.45654,-2.67874,0.06286,-2.57613,-2.90969
131,11.678210496902466,30400,61977.14767,66808.09138,58885.89769,0.00063,11.67644,0.00107,1.00000,72283.10470,1.00000,404.01374,10.53856,430.45624,367.79572,31.85025,0.09531,32.01075,31.71954,0.01795,0.71499,2.06940,-1.97868,-43762.44039,342.88334,-42747.99219,-44587.55859,195842.61430,13074.61858,247062.37500,164714.09375,201922.80078,14990.08106,262493.00000,170743.51562,1874.73654,1169.31045,7292.69482,309.04099,9587257.32062,4807005.66503,27583984.00000,2081845.37500,8416027.06312,4930289.04591,26267670.00000,1791523.87500,-0.51475,0.01445,-0.47347,-0.54625,0.20598,0.00814,0.22737,0.18623,0.46634,0.04907,0.56575,0.31556,-0.89008,0.02055,-0.82522,-0.92880,3.99486,0.20664,4.57174,3.40163,3.99486,0.20664,4.57174,3.40163,3.43413,0.07725,3.65303,3.27529,13.17034,0.34478,14.02280,12.25962,-7.08031,1.17715,-4.21454,-11.37923,0.53023,0.04511,0.66235,0.42879,1.50193,0.02233,1.55572,1.43566,2.54428,0.03452,2.64063,2.46976,-2.71319,0.07092,-2.51011,-2.92854
132,12.040611743927002,30600,62596.90846,68041.54529,59477.46664,0.00079,12.03867,0.00108,1.00000,62147.65399,1.00000,405.79358,10.80777,433.08115,368.99091,31.78532,0.09416,31.92045,31.63715,0.11092,0.89046,1.89180,-2.39775,-44093.02449,333.19539,-43063.07031,-44965.17578,198655.60359,12538.35357,255272.75000,166104.12500,203310.04336,11780.25895,250212.09375,175752.34375,1957.25240,1238.53553,7010.78906,330.31451,9126473.72500,5108666.07925,28052458.00000,2659841.25000,7814089.07937,3664518.72782,18817592.00000,2064036.62500,-0.51418,0.01445,-0.48171,-0.54844,0.21046,0.01035,0.23779,0.19286,0.45445,0.07652,0.66577,0.31468,-0.91188,0.02836,-0.84622,-0.98750,3.96798,0.25750,4.69413,3.45264,3.96798,0.25750,4.69413,3.45264,3.47816,0.10188,3.76680,3.21988,13.24207,0.43710,14.21833,12.28226,-7.14089,1.44955,-4.45382,-12.56527,0.51023,0.04891,0.64064,0.39676,1.50614,0.02906,1.58665,1.44897,2.54956,0.05466,2.66055,2.42091,-2.72832,0.08218,-2.55018,-2.98583
133,11.306258201599121,30800,62756.43457,108023.51746,60095.60275,0.00081,11.30434,0.00107,1.00000,63703.78484,1.00000,403.95321,11.33415,440.11359,371.13202,31.55816,0.05670,31.65405,31.45930,0.06604,0.74235,1.77965,-1.89939,-44363.48100,403.62891,-42902.83984,-45521.00391,197196.03445,13349.86889,235087.84375,165575.07812,204363.90734,13733.20585,244361.15625,176402.46875,1797.99768,1050.75925,5278.81201,405.99918,9782929.51625,5621262.82763,27554522.00000,2292343.00000,8047535.07000,4380396.41268,24630220.00000,1850643.00000,-0.51476,0.01174,-0.49154,-0.54162,0.21506,0.00894,0.24020,0.19665,0.45103,0.04531,0.54982,0.30387,-0.96375,0.03416,-0.89642,-1.04821,3.98091,0.21504,4.55042,3.48457,3.98091,0.21504,4.55042,3.48457,3.51511,0.10000,3.81186,3.26009,13.25597,0.39574,14.15701,12.30226,-6.99378,1.08524,-4.71412,-10.41326,0.49505,0.05858,0.62752,0.30705,1.51351,0.02615,1.57721,1.45826,2.54723,0.03793,2.64091,2.45373,-2.73503,0.08907,-2.53415,-2.99772
134,11.261226177215576,31000,63507.50410,73842.91694,60462.23010,0.00562,11.25458,0.00095,1.00000,67517.34574,1.00000,409.03217,10.99305,434.92279,368.02213,31.61536,0.04711,31.72543,31.53244,-0.01387,0.84964,2.24200,-2.00729,-44713.94527,361.18391,-43692.33594,-45537.76562,198722.04242,12663.82929,251875.42188,162196.26562,205665.91477,11278.57617,254893.40625,180805.46875,1947.89416,1215.80482,6469.78027,407.70807,10057755.54125,5419212.65133,29418538.00000,2224181.00000,7388742.49313,3661278.21239,27439918.00000,2061653.12500,-0.51594,0.01267,-0.48326,-0.54238,0.21458,0.00815,0.23177,0.19359,0.44159,0.04484,0.55120,0.29408,-0.97375,0.02286,-0.92118,-1.03899,4.00406,0.24599,4.58105,3.35142,4.00406,0.24599,4.58105,3.35142,3.52601,0.12116,3.87422,3.22670,13.31320,0.47070,14.70196,12.13048,-6.96440,1.33657,-4.51527,-12.29811,0.50218,0.05288,0.60641,0.36369,1.51466,0.02742,1.59134,1.44672,2.56289,0.04272,2.65232,2.46458,-2.74053,0.09551,-2.55959,-3.09322
135,11.63033938407898,31200,69872.95848,95287.08152,61727.91538,0.00086,11.62840,0.00103,1.00000,121358.31754,1.00000,410.45832,10.60509,441.82831,374.77484,31.67397,0.10190,31.82926,31.50948,-0.06592,0.81652,1.70925,-2.34378,-45024.64652,368.81917,-44074.98828,-46156.47656,197642.70805,12472.80181,233446.57812,169941.50000,209335.03461,11283.19969,247391.95312,185089.87500,1840.79371,1158.02806,7390.01807,355.94006,10089541.71125,5526951.32249,30486712.00000,2553454.75000,9102997.07625,4436683.01535,22908026.00000,2125418.75000,-0.52111,0.01324,-0.49215,-0.55776,0.20744,0.00778,0.22510,0.18598,0.33728,0.04387,0.42104,0.24126,-0.99471,0.01743,-0.94820,-1.02610,4.01914,0.23637,4.67876,3.50478,4.01914,0.23637,4.67876,3.50478,3.53490,0.10687,3.82919,3.20890,13.32267,0.40407,14.36636,12.12877,-6.84952,1.24786,-4.38598,-10.21938,0.51752,0.04899,0.63741,0.40670,1.51033,0.03098,1.60990,1.42403,2.55692,0.03665,2.66807,2.46745,-2.73958,0.07319,-2.61257,-3.03040
